title,rate,cuisine,location,address,street,price_from,price_till,url
Merindu Canteen & Coffee,4.06,['Kafe'],Riau,,"Jl. Cimanuk No. 11, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/merindu-canteen-dan-coffee-riau
Oseebo Coffee Nook,4.33,['Kafe'],Trunojoyo,,"Jl. Gempol Wetan No. 3, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/oseebo-coffee-nook-trunojoyo
Wale (Warung Lela),3.96,['Indonesia'],Dago Atas,,"Jl. Kupa No. 6, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/wale-warung-lela-dago-atas
The Larder,3.99,['Kafe'],Pasir Kaliki,"Melinda Cardio Vascular Center, Lantai 1","Jl. Dr. Cipto No. 11, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-larder-pasir-kaliki
Kraton Gelato,4.20,['Es Krim'],Buah Batu,,"Jl. Buah Batu No. 188B, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kraton-gelato-buah-batu
Oharang BBQ,4.23,['Korea'],Sukajadi,"Flamboyant Season Building, Lantai 1","Jl. Sukawangi No. 2, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/oharang-bbq-sukajadi
Sari Sari Aneka Kue Jajan Pasar,3.98,['Toko Roti dan Kue'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 17, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sari-sari-aneka-kue-jajan-pasar-trunojoyo
SORAI,4.24,['Kafe'],Riau,,"Jl. Serayu No. 10, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sorai-riau
Mixue,4.31,"['Es Krim', 'Minuman']",Sarijadi,,"Jl. Prof. Dr. Surya Sumantri No. 72B, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mixue-sarijadi
Drink 217,4.10,['Kafe'],Dipatiukur,217 Area,"Jl. Dipatiukur No. 21, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/drink-217-dipatiukur
Madame Sari Restaurant,4.48,['Indonesia'],Buah Batu,Kartika Sari,"Jl. Buah Batu No. 165A, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/madame-sari-restaurant-buah-batu
Raul Coffee,4.05,['Kafe'],Buah Batu,,"Jl. Asmarandana No. 6, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/raul-coffee-buah-batu
Rockmen and Coffee,4.55,['Kafe'],Riau,,"Jl. Ciliwung No. 17, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rockmen-and-coffee-riau
Waroeng Snoepen,4.65,['Kafe'],Arcamanik,,"Jl. Indra Jaya I Blok B No. 27, Arcamanik, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/waroeng-snoepen-arcamanik
MAD Bagel,4.18,['Toko Kue'],Dago Bawah,Ruang8,"Jl. Ranggamalela No. 8, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mad-bagel-dago-bawah
Bakerzin,4.02,['Barat'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/bakerzin-sukajadi
Dough Deli,3.96,['Donat'],Riau,,"Jl. Cendana No. 3, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dough-deli-riau
Pivot Coffee,4.10,['Kafe'],Surapati,,"Jl. Cikutra No. 168A, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pivot-coffee-surapati
The Stone Cafe,4.18,['Kafe'],Dago Atas,,"Jl. Rancakendal Luhur No. 5 (Gerbang Dago Resort), Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-stone-cafe-dago-atas
La Vie En Rose,4.16,['Toko Kue'],Ciumbuleuit,107 Garage Room,"Jl. Ciumbuleuit No. 107, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/la-vie-en-rose-ciumbuleuit
La Basil Koffie & Resto,4.18,['Kafe'],Riau,,"Jl. Mangga No. 37, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/la-basil-koffie-dan-resto-riau
Upnormal Coffee Roasters,4.20,['Kafe'],Cihampelas,,"Jl. Cihampelas No. 96, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/upnormal-coffee-roasters-cihampelas
Sushi Hiro,4.25,['Jepang'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sushi-hiro-sukajadi
Pempek Putra Rama,4.27,['Indonesia'],Mekar Wangi,,"Jl. Mekar Utama No. 121, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pempek-putra-rama-mekar-wangi
Sushi Hiro,4.48,['Jepang'],Dago Bawah,,"Jl. Diponegoro No. 3, Dago Bawah, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sushi-hiro-dago-bawah
La Luna Steak,4.60,['Barat'],Dipatiukur,Lokalima,"Jl. Dipatiukur No. 5, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/la-luna-steak-dipatiukur
Langit Kitchen,3.97,['Kafe'],Palasari,,"Jl. K. H. Ahmad Dahlan No. 51, Palasari, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/langit-kitchen-palasari
Brewspace Coffee & Space,4.12,['Kafe'],Dago Bawah,,"Jl. Prabu Dimuntur No. 22, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/brewspace-coffee-dan-space-dago-bawah
Nomina Public,4.12,['Kafe'],Riau,,"Jl. Kemuning No. 17, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nomina-public-riau
Bandoengsche Melk Centrale (BMC) 1928,4.02,['Indonesia'],Aceh,,"Jl. Aceh No. 30, Aceh, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/bandoengsche-melk-centrale-bmc-1928-aceh
Jabarano Coffee,4.09,['Kafe'],Braga,,"Jl. Braga No. 15, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/jabarano-coffee-braga
Tizi's Cakeshop & Resto,4.02,['Barat'],Dago Atas,,"Jl. Kidang Pananjung No. 3, Dago Atas, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/tizi-s-cakeshop-dan-resto-dago-atas
Starbucks,4.07,['Kafe'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai Ground","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-gatot-subroto
Seca Semi Cafe,4.08,['Kafe'],Sudirman,,"Jl. Jendral Sudirman No. 574, Sudirman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seca-semi-cafe-sudirman
ETC (Etcetera),4.11,['Barat'],Trunojoyo,,"Jl. Trunojoyo No. 40, Trunojoyo, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/etc-etcetera-trunojoyo
Kopi Eyang,4.30,['Kafe'],Ciumbuleuit,,"Jl. Gunung Batu No. 2A, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-eyang-ciumbuleuit
Sincere Cafe,4.03,['Kafe'],Buah Batu,,"Jl. Kliningan No. 7A, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sincere-cafe-buah-batu
Olive Tree,4.07,['Vegetarian'],Dago Atas,,"Jl. Dago Pakar Barat No. 3, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/olive-tree-dago-atas
Winglok Hongkong Dimsum,4.60,['China'],Sukajadi,,"Jl. Sukajadi No. 193, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/winglok-hongkong-dimsum-sukajadi
Ben & Lou,4.16,['Kafe'],Pasir Kaliki,,"Jl. Dr. Otten No. 28, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ben-dan-lou-pasir-kaliki
Armenti Coffee,4.07,['Kafe'],Buah Batu,"QSA Quarter, Lantai 1","Jl. Reog No. 6A, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/armenti-coffee-buah-batu
Bakso Ikah Asgar,4.07,['Indonesia'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 41, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-ikah-asgar-trunojoyo
Xing Long,4.22,['Kafe'],Sarijadi,,"Jl. Terusan Babakan Jeruk No. 109 (Lantai 2), Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/xing-long-sarijadi
Lucio Luciano Pattiseries,3.96,['Kafe'],Dipatiukur,,"Jl. Surya Kencana No. 12, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lucio-luciano-pattiseries-dipatiukur
Zona Manis,3.99,['Toko Kue'],Riau,,"Jl. Kemuning No. 8A, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/zona-manis-riau
Rumah Lezat Simplisio,3.95,['Jepang'],Karapitan,,"Jl. Karapitan No. 45A, Karapitan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rumah-lezat-simplisio-karapitan
Kinokimi,4.00,['Kafe'],Buah Batu,,"Jl. Buah Batu No. 28, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kinokimi-buah-batu
Brussels Spring,4.02,['Kafe'],Veteran,,"Jl. Veteran No. 5, Veteran, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/brussels-spring-veteran
Starbucks,4.09,['Kafe'],Braga,"Braga Citywalk, Lantai Ground","Jl. Braga No. 99 - 101, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-braga
Warung Pasta,4.05,['Italia'],Dago Bawah,,"Jl. Ganeca No. 4, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/warung-pasta-dago-bawah
Sprekken Cafe,3.99,['Kafe'],Buah Batu,,"Jl. Bangreng No. 3, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sprekken-cafe-buah-batu
Kayya Kopitiam,4.11,['Kafe'],Banda,,"Jl. Banda No. 2S, Banda, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kayya-kopitiam-banda
Sushi Tei,4.06,['Jepang'],Sukajadi,"Paris Van Java, Lantai 1 (Sky Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sushi-tei-sukajadi-2
Mie Gacoan,4.01,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur No. 3, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-gacoan-dipatiukur
Plataran,4.48,['Indonesia'],Gedung Sate,,"Jl. Diponegoro No. 27, Gedung Sate, Bandung",Rp. 200.000,,https://pergikuliner.com/restaurants/bandung/plataran-gedung-sate
Parc.C,4.20,['Kafe'],Dago Atas,,"Jl. Kidang Pananjung No. 5C, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/parc-c-dago-atas
Oseng Mercon,4.25,['Indonesia'],Gegerkalong,,"Jl. Gegerkalong Girang No. 27D, Gegerkalong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/oseng-mercon-gegerkalong
d'Kalasan Cipaku,4.16,['Indonesia'],Setiabudhi,,"Jl. Cipaku Indah II No. 16, Setiabudhi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/d-kalasan-cipaku-setiabudhi
Arah Coffee,4.13,['Kafe'],Sukajadi,,"Jl. Sukajadi No. 204, Sukajadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/arah-coffee-sukajadi
Colibri Cafe & Bakery,4.08,['Kafe'],Pasir Koja,,"Jl. Terusan Pasir Koja No. 246, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/colibri-cafe-dan-bakery-pasir-koja
Musat,4.12,['Kafe'],Cilaki,,"Jl. Cilaki No. 45, Cilaki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/musat-cilaki
The Houseplants Coffee,4.13,['Kafe'],Riau,,"Jl. Bengawan No. 16, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/the-houseplants-coffee-riau
Kopitiam Si Bung!,3.96,['Kafe'],Mekar Wangi,,"Jl. Mekar Utama No. 8, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopitiam-si-bung-mekar-wangi
Kopitagram,4.09,['Kafe'],Laswi,,"Jl. Cianjur No. 3, Laswi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kopitagram-laswi
Starbucks,4.04,['Kafe'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-sukajadi
Lula Bakery & Coffee,4.05,['Kafe'],Riau,,"Jl. Bengawan No. 11, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/lula-bakery-dan-coffee-riau
Nichi Izakaya Bar & Yakiniku,4.20,['Jepang'],Riau,,"Jl. Sumbawa No. 14, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/nichi-izakaya-bar-dan-yakiniku-riau
Teras by Akinini,4.26,['Kafe'],Dipatiukur,,"Jl. Bagusrangin No. 18, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/teras-by-akinini-dipatiukur
San.da.ran,4.29,['Kafe'],Buah Batu,,"Jl. Karawitan No. 3, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/san-da-ran-buah-batu
Banceuy Nasi Lemak,4.22,['Malaysia'],Banceuy,,"Jl. Banceuy No. 117, Banceuy, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/banceuy-nasi-lemak-banceuy
Damai Restaurant - Hotel InterContinental Bandung Dago Pakar,4.20,"['Indonesia', 'Barat', 'Italia']",Dago Atas,"Hotel InterContinental Bandung Dago Pakar, Lantai Lobby","Jl. Resort Dago Pakar Raya No. 2B, Dago Atas, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/damai-restaurant-hotel-intercontinental-bandung-dago-pakar-dago-atas
Mie Gacoan,4.17,['Indonesia'],Dago Bawah,,"Jl. Ir. H. Juanda No. 151A, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-gacoan-dago-bawah
Kartika Sari,3.94,['Toko Roti dan Kue'],Dago Bawah,,"Jl. Ir. H. Juanda No. 85, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kartika-sari-dago-bawah
Starbucks,4.05,['Kafe'],Dipatiukur,,"Jl. Dipatiukur No. 42, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-dipatiukur
Baso & Mie Ayam Son Hajisony,4.11,['Indonesia'],Antapani,,"Jl. Terusan Jakarta No. 70, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/baso-dan-mie-ayam-son-hajisony-antapani
Sun Date Moon,4.18,['Kafe'],Sarijadi,,"Jl. Prof. Dr. Sutami No. 89A, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sun-date-moon-sarijadi
Madalangu Bakehouse,4.00,['Toko Roti dan Kue'],Dipatiukur,217 Area,"Jl. Dipatiukur No. 21, Dipatiukur, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/madalangu-bakehouse-dipatiukur
Jala Kopi,4.55,['Kafe'],Asia Afrika,,"Jl. Asia Afrika No. 163, Asia Afrika, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/jala-kopi-asia-afrika
Ipizz Da Nicolino,3.96,['Italia'],Pasir Koja,,"Jl. Terusan Pasir Koja No. 28 - 30, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ipizz-da-nicolino-pasir-koja
Mujigae,3.96,['Korea'],Cihampelas,"Cihampelas Walk, Lantai Ground, Young Street","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/mujigae-cihampelas
Fogo Brazilian BBQ,4.10,['Brasil'],Riau,,"Jl. Ciliwung No. 1 - 3, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/fogo-brazilian-bbq-riau
Smash and Shake,4.07,['Kafe'],Dago Bawah,,"Jl. Sulanjana No. 1, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/smash-and-shake-dago-bawah
Milk N Crumbs,4.07,['Es Krim'],Braga,Stocker House,"Jl. Braga No. 43, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/milk-n-crumbs-braga
Kedai WanMin,4.08,['China'],Pasir Kaliki,,"Jl. Semar No. 30, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kedai-wanmin-pasir-kaliki
Noah's Barn,4.08,['Kafe'],Andir,,"Jl. Garuda No. 39, Andir, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/noah-s-barn-andir
Upnormal Coffee Roasters,4.01,['Kafe'],Riau,,"Jl. LLRE Martadinata No. 158, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/upnormal-coffee-roasters-riau
Fore Coffee,4.20,['Kafe'],Dipatiukur,,"Jl. Dipatiukur No. 71, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/fore-coffee-dipatiukur
Sudut Rasa,4.09,['Kafe'],Ciumbuleuit,"Sarae Hills, Sudut Pandang","Jl. Pagermaneuh No. 57, Ciumbuleuit, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sudut-rasa-ciumbuleuit
Daily Routine Coffee,4.32,['Kafe'],Dago Atas,,"Jl. Kanayakan Bawah No. 1, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/daily-routine-coffee-dago-atas
Station Halte,4.36,['Indonesia'],Andir,,"Jl. Maleber Utara No. 28B (Gang Bakti IV), Andir, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/station-halte-andir
Justus Steakhouse,4.04,['Barat'],Buah Batu,,"Jl. Buah Batu No. 157, Buah Batu, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/justus-steakhouse-buah-batu
Mister Donut,3.94,['Donat'],Dago Bawah,Superindo,"Jl. Ir. H. Juanda No. 44, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mister-donut-dago-bawah
Mimiti Coffee & Space,3.92,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Timur No. 7, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mimiti-coffee-dan-space-dago-atas
Kuma Ramen,4.03,['Jepang'],Riau,,"Jl. Cimanuk No. 11A, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kuma-ramen-riau
Cocorico,3.97,"['Barat', 'Indonesia', 'Jepang']",Dago Atas,,"Jl. Bukit Pakar Timur No. 19, Dago Atas, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/cocorico-dago-atas
Rahang Tuna Manado 37,4.26,['Indonesia'],Riau,,"Jl. Menado No. 37, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rahang-tuna-manado-37-riau
Korean House,4.17,['Korea'],Sukajadi,,"Jl. Sukajadi No. 175, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/korean-house-sukajadi
Railway Coffee,4.18,['Kafe'],Setiabudhi,"Setiabudhi 45, Lantai 1","Jl. Dr. Setiabudhi No. 45, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/railway-coffee-setiabudhi
Warung Kopi Limarasa,3.97,['Kafe'],Braga,,"Jl. Braga No. 36, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/warung-kopi-limarasa-braga
Eskalasi Space,3.96,['Kafe'],Buah Batu,,"Jl. Cijagra IB No. 8, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/eskalasi-space-buah-batu
Warung Kopi Purnama,3.86,['Kafe'],Banceuy,,"Jl. Alkateri No. 22, Banceuy, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-kopi-purnama-banceuy
Cwie Mie 87,4.27,['Indonesia'],Sunda,,"Jl. Sunda No. 74, Sunda, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cwie-mie-87-sunda
Warung Kopi Imah Babaturan,4.36,['Indonesia'],Dago Bawah,,"Jl. Tamansari No. 5A, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-kopi-imah-babaturan-dago-bawah-2
Bakso Sedjahtera,4.13,['Indonesia'],Antapani,,"Jl. Purwakarta No. 133, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-sedjahtera-antapani
Sawo Coffee,4.14,['Kafe'],Pasir Kaliki,,"Jl. Rontgen No. 4, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sawo-coffee-pasir-kaliki
5758 Coffee Lab,4.40,['Kafe'],Gegerkalong,,"Jl. Rusa Pinus Raya Blok E No. 1D, Gegerkalong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/5758-coffee-lab-gegerkalong
Sultan Agung,3.93,['Kafe'],Trunojoyo,,"Jl. Sultan Agung No. 23, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sultan-agung-trunojoyo
Kisah Manis,4.03,['Kafe'],Pajajaran,,"Jl. Abdul Rahman Saleh No. 56, Pajajaran, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kisah-manis-pajajaran
Bica Brewery,4.07,['Kafe'],Moch Ramdhan,,"Jl. Sawah Kurung No. 36, Moch Ramdhan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bica-brewery-moch-ramdhan
Aloha Aina,4.50,['Barat'],Cigadung,,"Jl. Cigadung Raya Barat No. 3, Cigadung, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/aloha-aina-cigadung
The Valley Bistro Cafe,4.20,['Barat'],Dago Atas,,"Jl. Lembah Pakar Timur No. 28, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-valley-bistro-cafe-dago-atas
Bakmie Tjo Kin,4.07,['Indonesia'],Braga,,"Jl. Braga No. 85 - 87, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmie-tjo-kin-braga
Mie Bakso Mas Eko Maju,4.03,['Indonesia'],Wastukencana,,"Jl. Wastukencana No. 103, Wastukencana, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-bakso-mas-eko-maju-wastukencana
Amaro Cake & Pastry,4.11,['Toko Kue'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 26, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/amaro-cake-dan-pastry-trunojoyo
Sedjenak Mie & Kopi,4.73,['Indonesia'],Riau,,"Jl. Madura No. 1A, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sedjenak-mie-dan-kopi-riau
Warung Taru (Rumah Kayu),3.97,['Indonesia'],Dago Atas,,"Jl. Ir. H. Juanda No. 437, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-taru-rumah-kayu-dago-atas
Kkokiyo,4.33,['Korea'],Sarijadi,Komplek Surya Setra Blok C No. 2,"Jl. Terusan Prof. Dr. Sutami No. 18, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kkokiyo-sarijadi
Sekoteng Bangkok,4.11,['Indonesia'],Gatot Subroto,,"Jl. Gatot Subroto No. 51, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sekoteng-bangkok-gatot-subroto
Kopi Toko Djawa,4.11,['Kafe'],Riau,,"Jl. Cihapit No. 14, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-toko-djawa-riau-3
Morning Glory - Mitra Hotel,4.03,['Kafe'],Supratman,"Mitra Hotel, Lantai 6","Jl. Supratman No. 98, Supratman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/morning-glory-mitra-hotel-supratman
KIN+,4.00,['Kafe'],Riau,,"Jl. Lombok No. 17A, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kin-riau
Kare Curry House,3.92,['Jepang'],Pasir Kaliki,"Paskal Hypersquare, Blok A No. 29","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kare-curry-house-pasir-kaliki
